movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,combination
kung fu panda 3,Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Action Adventure Animation Comedy Family,alessandro carloni j.k. simmons angelina jolie pitt wayne knight action adventure animation comedy family
mission: impossible - ghost protocol,Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,Action Adventure Thriller,brad bird tom cruise jeremy renner michael nyqvist action adventure thriller
rise of the guardians,Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,Adventure Animation Family Fantasy,peter ramsey hugh jackman kamil mcfadden khamani griffin adventure animation family fantasy
fun with dick and jane,Dean Parisot,John Michael Higgins,Richard Burgi,David Herman,Comedy Crime,dean parisot john michael higgins richard burgi david herman comedy crime
the last samurai,Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg,Action Drama History War,edward zwick tom cruise tony goldwyn chad lindberg action drama history war
exodus: gods and kings,Ridley Scott,Christian Bale,María Valverde,Ben Mendelsohn,Action Adventure Drama,ridley scott christian bale maría valverde ben mendelsohn action adventure drama
star trek,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Action Adventure Sci-Fi,j.j. abrams chris hemsworth leonard nimoy bruce greenwood action adventure sci-fi
spider-man,Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Fantasy Romance,sam raimi j.k. simmons james franco kirsten dunst action adventure fantasy romance
how to train your dragon 2,Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,Action Adventure Animation Comedy Family Fantasy,dean deblois gerard butler djimon hounsou america ferrera action adventure animation comedy family fantasy
gods of egypt,Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,Action Adventure Fantasy,alex proyas gerard butler elodie yung bryan brown action adventure fantasy
stealth,Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,Action Adventure Sci-Fi Thriller,rob cohen sam shepard joe morton richard roxburgh action adventure sci-fi thriller
watchmen,Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,Action Drama Mystery Sci-Fi,zack snyder matt frewer billy crudup stephen mchattie action drama mystery sci-fi
lethal weapon 4,Richard Donner,Jet Li,Rene Russo,Darlene Love,Action Crime Thriller,richard donner jet li rene russo darlene love action crime thriller
hulk,Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,Action Sci-Fi,ang lee kevin rankin regi davis celia weston action sci-fi
g.i. joe: retaliation,Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,Action Adventure Sci-Fi Thriller,jon m. chu channing tatum dwayne johnson elodie yung action adventure sci-fi thriller
sahara,Breck Eisner,Matthew McConaughey,Rainn Wilson,Delroy Lindo,Action Adventure Comedy Thriller,breck eisner matthew mcconaughey rainn wilson delroy lindo action adventure comedy thriller
final fantasy: the spirits within,Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action Adventure Animation Fantasy Romance Sci-Fi,hironobu sakaguchi steve buscemi ming-na wen jean simmons action adventure animation fantasy romance sci-fi
captain america: the first avenger,Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Action Adventure Sci-Fi,joe johnston chris evans dominic cooper hayley atwell action adventure sci-fi
the world is not enough,Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Action Adventure Thriller,michael apted colin salmon maria grazia cucinotta desmond llewelyn action adventure thriller
master and commander: the far side of the world,Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,Action Adventure Drama History War,peter weir james d'arcy lee ingleby david threlfall action adventure drama history war
the twilight saga: breaking dawn - part 2,Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,bill condon robert pattinson kristen stewart taylor lautner adventure drama fantasy romance
happy feet 2,George Miller,Robin Williams,Brad Pitt,Common,Animation Comedy Family Musical,george miller robin williams brad pitt common animation comedy family musical
the incredible hulk,Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Action Adventure Sci-Fi,louis leterrier ty burrell peter mensah william hurt action adventure sci-fi
miami vice,unknown,Don Johnson,Philip Michael Thomas,John Diehl,Action Crime Drama Mystery Thriller,unknown don johnson philip michael thomas john diehl action crime drama mystery thriller
the bfg,Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure Family Fantasy,steven spielberg mark rylance penelope wilton rafe spall adventure family fantasy
the revenant,Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Adventure Drama Thriller Western,alejandro g. iñárritu leonardo dicaprio tom hardy lukas haas adventure drama thriller western
turbo,David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Adventure Animation Comedy Family Sport,david soren ryan reynolds snoop dogg ben schwartz adventure animation comedy family sport
rango,Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Adventure Animation Comedy Family Western,gore verbinski johnny depp ray winstone stephen root adventure animation comedy family western
penguins of madagascar,Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Adventure Animation Comedy Family,eric darnell benedict cumberbatch annet mahendru andy richter adventure animation comedy family
the bourne ultimatum,Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,Action Mystery Thriller,paul greengrass matt damon edgar ramírez albert finney action mystery thriller
kung fu panda,Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Action Adventure Animation Comedy Family,mark osborne angelina jolie pitt wayne knight dan fogler action adventure animation comedy family
ant-man,Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Action Adventure Comedy Sci-Fi,peyton reed judy greer hayley atwell t.i. action adventure comedy sci-fi
the hunger games: catching fire,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Adventure Sci-Fi Thriller,francis lawrence jennifer lawrence josh hutcherson sandra ellis lafferty adventure sci-fi thriller
the twilight saga: breaking dawn - part 2,Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,bill condon robert pattinson kristen stewart taylor lautner adventure drama fantasy romance
home,Tim Johnson,Jim Parsons,Matt Jones,April Winchell,Adventure Animation Comedy Family Fantasy Sci-Fi,tim johnson jim parsons matt jones april winchell adventure animation comedy family fantasy sci-fi
war of the worlds,Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure Sci-Fi Thriller,steven spielberg tom cruise lisa ann walter rick gonzalez adventure sci-fi thriller
bad boys ii,Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Action Comedy Crime Thriller,michael bay will smith henry rollins jordi mollà action comedy crime thriller
puss in boots,Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,chris miller salma hayek constance marie amy sedaris action adventure animation comedy family fantasy
salt,Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Action Crime Mystery Thriller,phillip noyce angelina jolie pitt andre braugher august diehl action crime mystery thriller
noah,Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Action Adventure Drama,darren aronofsky anthony hopkins emma watson logan lerman action adventure drama
the adventures of tintin,Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Action Adventure Family Mystery,steven spielberg toby jones mackenzie crook tony curran action adventure family mystery
harry potter and the prisoner of azkaban,Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,alfonso cuarón daniel radcliffe gary oldman rupert grint adventure family fantasy mystery
australia,Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Adventure Drama Romance War,baz luhrmann essie davis bryan brown eddie baroo adventure drama romance war
after earth,M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Action Adventure Sci-Fi,m. night shyamalan will smith zoë kravitz glenn morshower action adventure sci-fi
dinosaur,Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure Animation Family Thriller,eric leighton alfre woodard d.b. sweeney della reese adventure animation family thriller
harry potter and the deathly hallows: part ii,Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,Action Fantasy,matt birch rupert grint dave legeno ralph ineson action fantasy
night at the museum: secret of the tomb,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,shawn levy robin williams rami malek steve coogan adventure comedy family fantasy
megamind,Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,Action Animation Comedy Family Sci-Fi,tom mcgrath j.k. simmons brad pitt will ferrell action animation comedy family sci-fi
harry potter and the sorcerer's stone,Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure Family Fantasy,chris columbus daniel radcliffe fiona shaw verne troyer adventure family fantasy
r.i.p.d.,Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action Comedy Fantasy,robert schwentke ryan reynolds jeff bridges stephanie szostak action comedy fantasy
godzilla resurgence,Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Action Adventure Drama Horror Sci-Fi,hideaki anno mark chinnery shin'ya tsukamoto atsuko maeda action adventure drama horror sci-fi
pirates of the caribbean: the curse of the black pearl,Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,gore verbinski johnny depp orlando bloom jack davenport action adventure fantasy
harry potter and the deathly hallows: part i,Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,Fantasy,matt birch rupert grint toby jones alfred enoch fantasy
the hunger games: mockingjay - part 1,Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure Sci-Fi Thriller,francis lawrence jennifer lawrence philip seymour hoffman josh hutcherson adventure sci-fi thriller
the da vinci code,Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,Mystery Thriller,ron howard tom hanks seth gabel jürgen prochnow mystery thriller
rio 2,Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Adventure Animation Comedy Family Musical,carlos saldanha miguel ferrer rachel crow jeffrey garcia adventure animation comedy family musical
x-men 2,Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Action Adventure Fantasy Sci-Fi Thriller,bryan singer hugh jackman bruce davison aaron stanford action adventure fantasy sci-fi thriller
fast five,Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,Action Crime Thriller,justin lin paul walker vin diesel dwayne johnson action crime thriller
sherlock holmes: a game of shadows,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Action Adventure Crime Mystery Thriller,guy ritchie robert downey jr. eddie marsan paul anderson action adventure crime mystery thriller
clash of the titans,Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,Action Adventure Fantasy,louis leterrier liam neeson jason flemyng alexa davalos action adventure fantasy
total recall,Paul Verhoeven,Ronny Cox,Rachel Ticotin,Marshall Bell,Action Sci-Fi,paul verhoeven ronny cox rachel ticotin marshall bell action sci-fi
the 13th warrior,John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,Action Adventure History,john mctiernan tony curran vladimir kulich clive russell action adventure history
the bourne legacy,Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Action Adventure Thriller,tony gilroy jeremy renner scott glenn stacy keach action adventure thriller
batman & robin,Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Action,joel schumacher michael gough vivica a. fox john glover action
how the grinch stole christmas,Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,Comedy Family Fantasy,ron howard clint howard t.j. thyne molly shannon comedy family fantasy
the day after tomorrow,Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Action Adventure Sci-Fi Thriller,roland emmerich jake gyllenhaal dennis quaid sela ward action adventure sci-fi thriller
mission: impossible ii,John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Action Adventure Thriller,john woo tom cruise dougray scott richard roxburgh action adventure thriller
the perfect storm,Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Action Adventure Drama Thriller,wolfgang petersen karen allen mary elizabeth mastrantonio bob gunton action adventure drama thriller
fantastic 4: rise of the silver surfer,Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Action Adventure Sci-Fi Thriller,tim story chris evans ioan gruffudd andre braugher action adventure sci-fi thriller
life of pi,Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Adventure Drama Fantasy,ang lee suraj sharma rafe spall tabu adventure drama fantasy
ghost rider,Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Action Fantasy Thriller,mark steven johnson nicolas cage matt long peter fonda action fantasy thriller
jason bourne,Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Action Thriller,paul greengrass matt damon riz ahmed ato essandoh action thriller
charlie's angels: full throttle,McG,Demi Moore,Bernie Mac,Justin Theroux,Action Adventure Comedy Crime,mcg demi moore bernie mac justin theroux action adventure comedy crime
prometheus,Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,Adventure Mystery Sci-Fi,ridley scott michael fassbender charlize theron sean harris adventure mystery sci-fi
stuart little 2,Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,Adventure Animation Comedy Family Fantasy,rob minkoff nathan lane brad garrett melanie griffith adventure animation comedy family fantasy
elysium,Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,Action Drama Sci-Fi Thriller,neill blomkamp matt damon sharlto copley alice braga action drama sci-fi thriller
the chronicles of riddick,David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,Action Adventure Sci-Fi Thriller,david twohy vin diesel alexa davalos christina cox action adventure sci-fi thriller
robocop,José Padilha,Gary Oldman,Abbie Cornish,Jennifer Ehle,Action Crime Sci-Fi Thriller,josé padilha gary oldman abbie cornish jennifer ehle action crime sci-fi thriller
speed racer,Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,Action Family Sport,lana wachowski scott porter kick gurry nicholas elia action family sport
how do you know,James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Comedy Drama Romance,james l. brooks shelley conn domenick lombardozzi teyonah parris comedy drama romance
knight and day,James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,Action Comedy Romance,james mangold tom cruise marc blucas jordi mollà action comedy romance
oblivion,Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,Action Adventure Mystery Sci-Fi,joseph kosinski morgan freeman tom cruise zoë bell action adventure mystery sci-fi
star wars: episode iii - revenge of the sith,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,george lucas natalie portman christopher lee hayden christensen action adventure fantasy sci-fi
